featureID,CDMM_A,CDMM_B,CDMM_C,IEC_A,IEC_B,IEC_C
gene-CDR20291_2651,218.96,324.95,340.91,257.85,434.95,327.67
gene-CDR20291_2652,560.49,555.86,572.87,1144.37,1532.91,1365.01
gene-CDR20291_2653,1376.04,1545.95,1502.97,2037.19,2403.1,2269.42
gene-CDR20291_2654,4236.85,4291.2,4470.69,7250.19,10235.97,9321.46
gene-CDR20291_2655,73829.45,80417.38,82054.21,42907.8,54923.79,48032.52
gene-CDR20291_2656,28491.2,30823.68,30448.06,38980.02,43422.09,40459.22
gene-CDR20291_2657,2252.43,2297.33,2558.16,7375.88,8432.84,7756.48
gene-CDR20291_2658,1276.73,1417.4,1763.18,5000.8,6092.51,5465.9
gene-CDR20291_2659,2529.97,2663.03,3218.86,9452.61,9558.62,8630.64
gene-CDR20291_2660,835.51,976.74,1147.27,2525.84,2932.13,2713.73
gene-CDR20291_2661,1184.92,1325.8,1626.94,3440.94,3940.94,3652.34
gene-CDR20291_2662,2652.23,3129.81,3308.82,7316,9188,8361.66
gene-CDR20291_2663,2711.47,3328.84,3546.13,7147.51,9108.27,8175.12
gene-CDR20291_2664,2725.7,2892.98,3338.52,5287.13,6526.32,5550.4
gene-CDR20291_2665,4243.95,4586.61,5037.51,6510.63,8914.65,8037.51
gene-CDR20291_2666,2245.54,2168.86,2622.68,3861.02,4298.39,4117.06
gene-CDR20291_2667,2447.21,2788.46,3202.14,4988.15,6007.93,5326.4
gene-CDR20291_2668,2106.61,2289.05,2756.52,5509.13,6163.1,5699.92
gene-CDR20291_2669,3496.5,3854.46,4355.09,8884.45,10584.73,9415.48
gene-CDR20291_2670,3404.31,3535.49,3935.87,5736.73,7040.5,6348.09
gene-CDR20291_2671,15240.09,14245.69,13919.68,10475.9,12562.94,10964.18
gene-CDR20291_2672,93741.1,101444.52,99566.48,60110.77,72540.49,65279.57
gene-CDR20291_2673,757.47,881.33,872.22,1121.77,1273.38,1274.67
gene-CDR20291_2674,291.65,281.41,321.85,598.14,685.95,664.95
gene-CDR20291_2675,1332.48,1269.26,1319.42,2033.32,3045.86,2649.27
gene-CDR20291_2676,80244.73,81416.79,82264.27,55545.19,66011.97,56617.55
gene-CDR20291_2677,34.47,47.05,48.17,107.16,168.26,166.52
gene-CDR20291_2678,18888.39,18452.48,20844.82,17201.35,19951.74,18116.9
gene-CDR20291_2679,4889.9,4990.05,5329.16,4512.59,4979.87,4788.36
gene-CDR20291_2680,37575.76,40093.33,42279.94,40422.84,51032.21,46007.07
gene-CDR20291_2681,14078.63,13842.33,15553.1,9831.72,13089.69,12185.09
gene-CDR20291_2682,2943125,2910379.5,3114853,2477544,3091283.75,2691374.75
gene-CDR20291_2683,13452.26,14320.44,14287.89,5926.56,6956.64,6635.91
gene-CDR20291_2684,4035.8,4729.62,4585.2,3175.73,3726.73,3246.5
gene-CDR20291_2685,6681.06,6916.16,7328.01,26585.35,30630.4,27179.94
gene-CDR20291_2686,22472.97,24653.78,26470.59,93381.44,110518.66,101386.84
gene-CDR20291_2687,14802,16289.67,15932.88,16511.95,19283.17,18139.86
gene-CDR20291_2688,672.4,701.95,726.16,1330.33,1565.93,1509.46
gene-CDR20291_2689,152.71,178,180.98,248.37,328.13,300.29
gene-CDR20291_2690,2088.71,2023.81,2360.36,3541.51,3858.67,3281.95
gene-CDR20291_2691,5400.53,5862.65,6719.69,9719.97,11744.17,10481.8
gene-CDR20291_2692,980.82,1140.34,1259.64,1639.01,1983.35,1893.9
gene-CDR20291_2693,2331.11,2240.63,2553.6,3815.2,4383.29,4023.75
gene-CDR20291_2694,752.15,744.65,839.66,1012.53,1025.76,1005.23
gene-CDR20291_2695,402.12,402.49,411.47,491.44,524.23,476.16
gene-CDR20291_2696,185.71,210.69,215.01,459.93,436.6,446.48
gene-CDR20291_2697,28.43,38.42,42.01,44,57.95,41.9
gene-CDR20291_2698,28.63,24.88,25.36,10.51,17.04,18.93
gene-CDR20291_2699,242.88,310.88,306.78,559.63,818.05,802.52
gene-CDR20291_2700,156.77,203.99,151.69,508.38,787.87,698.04
gene-CDR20291_2701,133.63,156.8,139.75,312.36,425.73,437.6
gene-CDR20291_2702,50,41.84,44,116.12,158.9,118.8
gene-CDR20291_2703,480.2,587.16,613.89,546.35,774.2,681.44
gene-CDR20291_2704,805.98,830.77,923.66,1262.49,1697.85,1562.79
gene-CDR20291_2705,408.83,405,439.21,590.67,845.84,826.61
gene-CDR20291_2706,9282.42,9362.38,11668.65,15541.43,19544.22,17478.93
gene-CDR20291_2707,4772.13,4801.18,5801.14,6929.74,7590.92,6652.26
gene-CDR20291_2708,1185.19,1195.7,1286.42,2014.6,2779.34,2482.85
gene-CDR20291_2709,410.17,406.27,448.3,365.41,516.35,508.09
gene-CDR20291_2710,51.53,84.95,60.04,157.52,228.26,193.66
gene-CDR20291_2711,38.02,60.54,67.88,153.12,184.15,151.76
gene-CDR20291_2712,31.52,31.8,17.49,91.75,109.14,95.2
gene-CDR20291_2713,1068.62,1294.08,1498.23,856.12,1353.92,1057.62
gene-CDR20291_2714,170.4,235.3,208.21,263.88,305.75,241.17
gene-CDR20291_2715,1493.37,1466.02,1557.36,3676.78,3920.55,3693.48
gene-CDR20291_2716,1875.17,2066.95,2057.47,2878.22,3732.76,3343.08
gene-CDR20291_2717,3104.02,3465.84,3609.32,3850.1,4717.87,4285.58
gene-CDR20291_2718,729.01,774.89,807.71,849.08,1077.3,940.39
gene-CDR20291_2719,533.63,674.02,716.56,1695.34,2399.43,2030.42
gene-CDR20291_2720,4054.86,4570.24,5078.08,5829.19,10784.05,9626.9
gene-CDR20291_2721,8232.68,9299.32,8704.43,19079.34,27035.09,23205.67
gene-CDR20291_2722,29668.76,32018.98,37992.63,18610.8,26499.7,23366.12
gene-CDR20291_2723,676.68,669.27,764.45,761.78,908.2,860.89
gene-CDR20291_2724,744.95,810.01,845.22,1056.16,1484.19,1328.49
gene-CDR20291_2725,253.51,290.66,277.21,298.29,375.15,328.26
gene-CDR20291_2726,76.59,77.92,74.59,127.2,167.99,150.06
gene-CDR20291_2727,19.29,16.56,21.96,54.73,42.36,54.72
gene-CDR20291_2728,22.35,55.55,29.44,64.04,51.24,66.93
gene-CDR20291_2729,5.69,10.71,13.05,24.32,17.54,36.19
gene-CDR20291_2730,60.32,81.09,67.29,134.24,203.6,196.21
gene-CDR20291_2731,5751.98,6063.75,6226.92,5088.06,6365.69,5799.31
gene-CDR20291_2732,143.49,167.58,158.77,280.94,326.91,296.18
gene-CDR20291_2733,4134.32,4238.6,4527.71,4216.39,5691.36,4805.75
gene-CDR20291_2734,2512.81,2463.29,2641.19,5748.79,6935.7,6402.04
gene-CDR20291_2735,181.06,269.56,259.11,464.38,1021.16,1025.12
gene-CDR20291_2736,844.47,1079.28,1137.29,2824.2,6013.02,5824.06
gene-CDR20291_2737,900.68,930.01,1161.42,5254.55,6075.54,5850.87
gene-CDR20291_2738,2881.22,2836.2,3076.66,16885.85,18064.59,17336.06
gene-CDR20291_2739,1451.83,1411.65,1572.91,8160.76,8891.21,8853.49
gene-CDR20291_2740,1022.19,1086.65,1162.83,2819.28,3448.05,3145.59
gene-CDR20291_2741,212.85,262.12,283.15,601.72,749.38,645.8
gene-CDR20291_2742,309.52,339.03,367.14,802.81,985.57,818.06
gene-CDR20291_2743,2082.28,2221.08,2518.87,4812.48,6094.43,5094.72
gene-CDR20291_2744,2147.41,2187.68,2592.57,5527.97,5870.95,5072.31
gene-CDR20291_2745,1940.26,2170.63,2348.89,3555.41,3890.86,3406.8
gene-CDR20291_2746,244.15,271.66,339.2,544.13,866.03,741.95
gene-CDR20291_2747,294.1,342.61,326.73,392.92,612.16,558.77
gene-CDR20291_2748,420.71,464.7,466.31,776.97,977.27,892.03
gene-CDR20291_2749,313.79,397.99,373.64,549.14,581.97,566.79
gene-CDR20291_2750,65.44,63.3,71.54,228.12,239.48,256.17
gene-CDR20291_2751,38.03,59.57,61.17,133.79,183.18,163.28
gene-CDR20291_2752,28.07,18.95,25.05,82.94,104.78,102.65
gene-CDR20291_2753,53.47,47.92,57,166.27,191.27,201.29
gene-CDR20291_2754,154.71,151.31,220.67,172.92,271.4,279.36
gene-CDR20291_2755,512.25,571.13,612.27,823.33,1018.4,797.3
gene-CDR20291_2756,214.48,239.2,279.68,320.98,377.52,304.97
gene-CDR20291_2757,1177.46,1199.85,1246.66,1458.01,1800.76,1540.47
gene-CDR20291_2758,746.76,773.38,689.07,680.64,740.62,659.53
gene-CDR20291_2759,372.46,421.24,355.5,346.37,484.93,415.55
gene-CDR20291_2760,3552.83,3775.71,3605.03,2750.46,3291.57,2773.89
gene-CDR20291_2761,2520.1,2583.7,2539.82,1963.12,2068.81,1809.19
gene-CDR20291_2762,12581.33,13070.69,11345.85,6370.1,7477.94,6614.79
gene-CDR20291_2763,9124.75,9301.9,8212.84,4206.68,4910.5,4448.64
gene-CDR20291_2764,54.48,59.47,44.27,120.46,172.34,159.86
gene-CDR20291_2765,237.2,280.08,258.91,646.77,669.5,607.62
gene-CDR20291_2766,109.81,93.64,104.07,126.69,164.34,174.41
gene-CDR20291_2767,17.21,22.65,10.3,21.18,25.97,21.36
gene-CDR20291_2768,152.07,157.71,162.98,191.7,261.73,244.27
gene-CDR20291_2769,814.59,967.68,950.93,1379.77,1721.25,1479.34
gene-CDR20291_2770,936.54,1023.62,1024.22,1280.29,1713.12,1634.56
gene-CDR20291_2771,744.91,798,770.25,882.69,1040.44,945.26
gene-CDR20291_2772,239.34,239.09,204.53,269.87,309.01,280.13
gene-CDR20291_2773,43.49,50.32,51.74,141.69,166,141.84
gene-CDR20291_2774,216.25,219.08,226.06,262.33,265.88,194.4
gene-CDR20291_2775,1355.76,1499.19,1358.27,1960.19,2378.14,2162.88
gene-CDR20291_2776,9862.27,10897.58,13160.7,9844.56,12571.85,11307.02
gene-CDR20291_2777,16869.28,17955.47,21270.75,19625.51,22749.14,20696.86
gene-CDR20291_2778,31493.75,32002.36,39166.7,42801.95,48207.46,44149.92
gene-CDR20291_2779,36227.48,35054.98,39927.69,33645.75,37214.27,34681.2
gene-CDR20291_2780,28992.97,28153.91,27136.6,11935.32,15756.76,13956.08
gene-CDR20291_2781,2222.99,2201.39,2196,1174.2,1577.85,1558.18
gene-CDR20291_2782,492.89,507.27,553.97,1079.82,1467.75,1221.89
gene-CDR20291_2783,759.03,998.02,995.14,1282,1825.46,1635.33
gene-CDR20291_2784,736.24,808.77,919.28,1588.09,2206.46,1902.4
gene-CDR20291_2785,150.38,151.39,159.75,382.22,497.1,464.53
gene-CDR20291_2786,22.01,26.78,20,83.72,108.62,115.38
gene-CDR20291_2787,364.83,332.02,364.31,633.92,647.36,584.89
gene-CDR20291_2788,1583.37,1710.85,1801.77,2698.52,3207,2940.93
gene-CDR20291_2789,1021.92,1074.23,1106.06,1772,1890.34,1726.11
gene-CDR20291_2790,186.1,201.73,214.78,220.12,302.89,237.71
gene-CDR20291_2791,461.92,559.76,556.35,487.6,596.3,488.65
gene-CDR20291_2792,232.04,295.14,313.68,289.58,348.96,327.9
gene-CDR20291_2793,399.01,430.37,418.6,610.91,700.69,673.53
gene-CDR20291_2794,1220.99,1309.71,1364.91,2058.94,2299.38,2131.85
gene-CDR20291_2795,163.93,162.59,189.26,237.33,253.25,230.09
gene-CDR20291_2796,57.75,60.06,60.94,35.07,52.94,42.6
gene-CDR20291_2797,9570.37,10116.49,10479.39,7382.7,9725.18,8292.69
gene-CDR20291_2798,169.15,199.6,180.26,126.43,166.99,150.38
gene-CDR20291_2799,471.28,492.35,522.27,529.82,655.38,615.44
gene-CDR20291_2800,1729369.75,1762642.5,1873027.25,2048937.75,2598127,2343057
gene-CDR20291_2801,107.23,188.72,172.34,51.04,162.87,152.77
gene-CDR20291_2802,585.36,648.09,689.45,1153.82,1374.97,1136.07
gene-CDR20291_2803,347.69,343.13,398.41,670.75,715.41,697.82
gene-CDR20291_2804,914.22,985.07,1040.01,1176.45,1489.96,1371.8
gene-CDR20291_2805,1171.65,1095.78,1283.01,2279.25,2628.17,2359.39
gene-CDR20291_2806,494.46,432.29,623.95,819.98,885.83,864.71
gene-CDR20291_2807,1790.28,1969.73,1927.11,894.32,1433.42,1254.7
gene-CDR20291_2809,150.59,182.61,164.85,161.17,195.62,159.64
gene-CDR20291_2810,137.42,149.37,158.44,138.38,133.35,146.94
gene-CDR20291_2811,879.32,995.29,1049.73,773.06,990.53,900.89
gene-CDR20291_2812,271.48,268.57,375.49,265.51,344.12,344.26
gene-CDR20291_2813,1844.67,1844.77,2242.76,1670.01,2035.37,1902.13
gene-CDR20291_2814,680.87,786.43,829.14,571.07,760.33,698.16
gene-CDR20291_2815,568.05,566.2,735.57,815.43,974.71,904.31
gene-CDR20291_2816,713.95,814.93,876.42,872.24,1195.61,1145.73
gene-CDR20291_2817,172.79,184.43,189.09,181.58,292.85,250.63
gene-CDR20291_2818,56.81,86.12,103.74,77.18,129.86,123.23
gene-CDR20291_2819,299.04,315.95,333.09,592.31,821.79,808.07
gene-CDR20291_2820,125.89,130.91,124.22,370.47,394.27,347.92
gene-CDR20291_2821,117.98,104.72,118.9,264.68,315.97,296.02
gene-CDR20291_2822,71.99,69.9,75.7,88.66,110.88,89.3
gene-CDR20291_2823,30.05,53.19,38.54,66.65,68.83,79.73
gene-CDR20291_2824,628.18,613.64,797.87,864.46,1011.79,886
gene-CDR20291_2825,361.62,361.62,481.85,489.67,529.48,496.33
gene-CDR20291_2826,281.75,253.38,339.63,366.94,381.79,381.68
gene-CDR20291_2827,238.44,292.2,310.06,429.97,400.4,369.41
gene-CDR20291_2828,4659.17,5075.55,5421.72,3501.9,4299.96,3943.89
gene-CDR20291_2829,5702.09,5968.03,6258.33,5330.45,5381.14,4624.34
gene-CDR20291_2830,12930.48,14695.5,15115.75,10750.88,11516.99,10231.69
gene-CDR20291_2831,922.98,989.24,992.79,1258.34,2034.36,1784.46
gene-CDR20291_2832,1760.23,1779.38,2435.83,3515.82,3883.09,3407.79
gene-CDR20291_2834,3066.97,3553.36,3731.64,4433.13,4527.65,3991.71
gene-CDR20291_2835,4100.53,4243.97,5074.42,3389.42,4271.08,3707.91
gene-CDR20291_2836,297.78,322.89,334.79,490.35,824.03,685.49
gene-CDR20291_2837,85.34,87.73,93.04,131.62,168.02,136
gene-CDR20291_2838,181.32,167.91,150.87,287.6,282.53,255.17
gene-CDR20291_2839,30.53,28.2,34.1,33.55,53.85,55.6
gene-CDR20291_2840,134.17,114.13,142.41,330.57,339.89,299.12
gene-CDR20291_2841,3270.68,3430.64,3742.69,4039.59,5077.46,4336.49
gene-CDR20291_2842,551.31,638.02,620.62,1023.71,1365.09,1079.49
gene-CDR20291_2843,947.42,1036.05,1001.78,801.44,940.72,852.96
gene-CDR20291_2845,41573.35,39437.9,34813.49,11831.68,14042.34,11526.25
gene-CDR20291_2846,8291.3,8797.77,7169.27,3598.23,4360.96,3927.71
gene-CDR20291_2847,1199.64,1217.35,1032.4,544.43,579.51,534.01
gene-CDR20291_2848,502.38,563.91,603.02,982.87,1171.62,1046.21
gene-CDR20291_2849,301.28,255.29,355.31,560.01,654.92,584.58
gene-CDR20291_2850,143.36,125.67,142.78,182.98,213.49,212.08
gene-CDR20291_2851,144.25,145.31,167.37,212.2,289.25,270.89
gene-CDR20291_2852,354.74,397.45,412.08,529.55,650.92,600.21
gene-CDR20291_2853,200.84,224.24,223.5,355.04,573.21,475.59
gene-CDR20291_2854,6094.65,6077.06,8409.83,11772.21,15312.62,12909.39
gene-CDR20291_2855,5531.44,6076.53,7761.63,8720.41,12550.1,10625.19
gene-CDR20291_2856,222.28,223.57,243.75,163.66,217.36,206.4
gene-CDR20291_2857,110,125.83,152.57,379.04,444.97,381.94
gene-CDR20291_2858,116.54,108.23,104.87,317.28,433.6,348.49
gene-CDR20291_2859,71.09,55.51,72.48,182.81,264.18,224.73
gene-CDR20291_2860,178.76,162.76,157.41,466.64,548.88,453.63
gene-CDR20291_2861,184.35,180.14,219.05,391.37,574.61,470.61
gene-CDR20291_2862,326.4,254.15,342.58,422.52,437.21,412.95
gene-CDR20291_2863,815.66,869.12,997.73,867.25,1102.69,1048.96
gene-CDR20291_2864,556.1,532.02,745.79,828.17,978.9,875
gene-CDR20291_2865,1223.05,1216.59,1403.59,1821.52,2096.87,1900.69
gene-CDR20291_2866,8826.53,9533.84,9862.05,13924.67,15239.49,13371.72
gene-CDR20291_2867,660.92,774.26,718.42,454.42,566.15,509.99
gene-CDR20291_2868,11450.27,10661.73,10884.23,3305.49,4680.02,3524.27
gene-CDR20291_2869,552.83,554.72,626.99,460.42,759.68,682.2
gene-CDR20291_2870,4425.17,4703.83,4748.13,4156.17,5456.03,4555.27
gene-CDR20291_2871,1149.82,1044.72,1192.31,6331.11,7442.98,6774.38
gene-CDR20291_2872,3240.29,3413.72,3399.73,1841.57,2533.89,2199.63
gene-CDR20291_2873,8308,8862.56,9177.71,11021.55,13693.5,12650.15
gene-CDR20291_2874,8391.72,9323.12,9535.3,9622.36,12181.25,10973.12
gene-CDR20291_2875,6016.76,6692.85,6434.25,4890.01,6123.42,5414.75
gene-CDR20291_2876,10710.14,10747.76,10390.06,14796.52,17030.95,15623.72
gene-CDR20291_2877,4336.96,5351.51,4760.81,3601.61,5037.87,4296.7
gene-CDR20291_2878,2658.85,2965.95,2954.97,3566.34,5100.08,4596.39
gene-CDR20291_2879,539.96,570.92,524.01,570.2,886.72,821.22
gene-CDR20291_2880,295.32,286,281.34,349.65,510.36,456.82
gene-CDR20291_2881,68.5,79.85,66.83,143.52,248.54,185.34
gene-CDR20291_2882,53.19,50.77,54.07,122.09,155.42,161.68
gene-CDR20291_2883,186.33,210.89,251.37,298.31,420.38,355.01
gene-CDR20291_2884,25.44,28.29,30.5,59.78,83.16,72.64
gene-CDR20291_2885,12.67,26.94,19.4,19.67,40.35,35.97
gene-CDR20291_2886,341.37,406.82,432.87,664.51,834.69,696.52
gene-CDR20291_2887,207.81,215.64,227.94,251.92,297.62,257.62
gene-CDR20291_2888,261.79,266.41,252.77,333.36,400.13,376.39
gene-CDR20291_2889,718.57,799.77,783.86,529.92,566.14,560.32
gene-CDR20291_2890,198.31,206.12,186.77,185.33,206.52,198.57
gene-CDR20291_2891,122.26,142.7,128.55,225.8,319.62,303.92
gene-CDR20291_2892,43.32,45.95,59.4,77.77,134.03,96.03
gene-CDR20291_2893,22.83,34.47,43,39.69,50.2,70.42
gene-CDR20291_2894,154.35,166.99,197.56,270.3,361.12,317.48
gene-CDR20291_2895,146.17,170.91,213.44,294.78,385.54,353.96
gene-CDR20291_2896,798.13,959.39,1015.83,1539.25,2449.22,2318.96
gene-CDR20291_2897,553.45,655.43,676.24,1744.13,2156.67,2099.28
gene-CDR20291_2898,4208.9,3947.63,4337.74,13331.68,14594.91,13814.93
gene-CDR20291_2899,2216.23,2104.77,2219.13,6539.15,7126.66,6675.87
gene-CDR20291_2900,7225.99,8469.71,8359.4,12096.58,16908.98,15071.91
gene-CDR20291_2901,8897.38,9051.89,9233.92,10180.84,12042.43,10218.07
gene-CDR20291_2902,12203.32,11454.64,11981.47,13720.57,15630.8,13511.66
gene-CDR20291_2903,13321.71,13153.85,13519.05,20982.99,22444.28,20052.2
gene-CDR20291_2904,2719.66,2762.96,3001.9,10323.71,12185.45,11030.6
gene-CDR20291_2905,7160.92,7422.94,7851.86,27558.75,31956.23,29205.58
gene-CDR20291_2906,815.05,824.21,1058,1997.19,2264.15,1978.04
gene-CDR20291_2907,12650.11,13410.91,15609.88,30223.54,37152.21,32534.99
gene-CDR20291_2908,695.48,876.63,920.04,920.28,2044.62,1874.04
gene-CDR20291_2909,1024.67,1053.78,1394.15,1768.61,2111.5,1813.88
gene-CDR20291_2910,171.72,216.79,263.17,219.55,322.5,340.97
gene-CDR20291_2911,780.68,856.16,990.59,1338.73,1592.17,1476.61
gene-CDR20291_2912,689.05,767.81,843.19,1475.89,1620.85,1474.47
gene-CDR20291_2913,139.94,164.83,170.06,521.63,664.28,564.68
gene-CDR20291_2914,226.47,251.07,234.04,905.73,1148.99,1054.84
gene-CDR20291_2915,102.93,114.08,135.86,232.2,495.33,373.33
gene-CDR20291_2916,215.92,219.72,194.18,357.89,522.99,497.05
gene-CDR20291_2917,31.4,24.4,39.84,82.34,101.87,73.96
gene-CDR20291_2918,164.67,140.34,177.74,353.68,363.14,333.9
gene-CDR20291_2919,21.01,17.38,18.74,105.78,112.97,96.66
gene-CDR20291_2920,71.82,70.27,83.27,221.51,220.73,235.46
gene-CDR20291_2921,92.2,80.45,80.54,66.31,90.57,85.74
gene-CDR20291_2922,83.99,129.2,113.16,173.28,263.49,238.88
gene-CDR20291_2923,487.42,480.92,537.5,523.62,751.75,688.54
gene-CDR20291_2924,229.6,232.17,265.74,336.72,556.42,465.06
gene-CDR20291_2925,149.83,122.39,139.79,276.65,398.04,290.4
gene-CDR20291_2926,50.55,72.03,69.16,97.78,134.92,128.1
gene-CDR20291_2927,227.87,246.41,321.37,384.92,404.28,384.34
gene-CDR20291_2928,1106.58,1283.93,1427,1294.56,1039.11,1006.24
gene-CDR20291_2929,291.34,282.05,284.8,123.48,180.07,140.99
gene-CDR20291_2930,91.83,106.76,105.99,94.69,110.62,78.88
gene-CDR20291_2931,134.13,138.6,142.28,234.27,235.2,250.79
gene-CDR20291_2932,14.97,27.8,16.38,28.33,43.5,35.58
gene-CDR20291_2933,97.09,103.65,98.94,137.03,185.8,150.83
gene-CDR20291_2934,259.02,284.71,333.86,782.61,906.52,836.35
gene-CDR20291_2935,126.03,114.36,128,143.6,230.15,192.02
gene-CDR20291_2936,5.3,5.98,16.55,10.83,22.34,16.41
gene-CDR20291_2937,457.86,497.28,556.85,998.35,939.04,898.03
gene-CDR20291_2938,573.7,655.04,764.8,1374.15,1187.29,1063.17
gene-CDR20291_2939,68.67,76.5,69.4,176.36,245.87,187.45
gene-CDR20291_2940,26.76,36.3,39.17,93.31,92.68,100.4
gene-CDR20291_2941,384.87,394.44,446.78,563.59,680.29,548.28
gene-CDR20291_2942,117.59,121.18,110.01,206.57,312.13,294.37
gene-CDR20291_2943,115.16,113.88,114.17,209.18,322.24,291.78
gene-CDR20291_2944,351.21,412.9,382.4,485.9,652.05,532.43
gene-CDR20291_2945,641.81,793.11,775.99,1021.51,1339.07,1090.36
gene-CDR20291_2946,106.29,151.96,106.96,148.32,219.03,210.84
gene-CDR20291_2947,212.28,203.26,158.92,209.83,293.8,256.63
gene-CDR20291_2948,163.94,172.58,146.12,385.83,508.26,431.61
gene-CDR20291_2950,1428.15,1550.29,1451.58,1660.53,1683.57,1473.81
gene-CDR20291_2951,110.29,115.16,121.25,259.02,320.02,276.17
gene-CDR20291_2952,57.51,70.28,71.64,164.37,192.3,204.42
gene-CDR20291_2953,23.62,39.57,20.21,72.52,79.31,97.79
gene-CDR20291_2954,923.97,1020.88,1315.01,1613.71,1757.78,1586.48
gene-CDR20291_2955,855.11,963.96,1165.02,1722.51,1980.58,1815.43
gene-CDR20291_2956,167.57,175.12,201.94,440.49,523.16,492.91
gene-CDR20291_2957,62.56,95.6,99.88,41.48,102.15,96.18
gene-CDR20291_2958,115.85,125.96,174.33,369.42,484.78,423.26
gene-CDR20291_2959,248.04,252.18,308.54,752.98,776.15,708.58
gene-CDR20291_2960,212.11,204.68,228.81,282.54,316.68,302.85
gene-CDR20291_2961,532.81,592.28,748.66,852.9,1162.4,1129.71
gene-CDR20291_2962,101.44,112.48,97.92,232.27,235.15,285.19
gene-CDR20291_2963,72.09,87.87,81.58,203.43,259.7,233.41
gene-CDR20291_2964,272.82,328.99,377.28,623.32,806.94,761.12
gene-CDR20291_2965,633.01,710.18,703.5,859.57,1180.75,1006.37
gene-CDR20291_2966,347.26,381.57,339.86,386.91,569.33,504.72
gene-CDR20291_2967,554.47,698.44,631.98,671.46,893.18,792.32
gene-CDR20291_2968,688.54,613.01,703.3,2090.92,2526.45,2264.43
gene-CDR20291_2969,607.15,658.88,695.56,1927.99,2224.3,2030.86
gene-CDR20291_2970,95.08,93.13,91.82,396.67,431.22,444.09
gene-CDR20291_2971,47.07,69.51,79.98,201.01,224.82,226.52
gene-CDR20291_2972,13.64,10.46,16.76,27.17,57.14,41.9
gene-CDR20291_2973,81.96,78.12,81.63,205.18,258.41,194.46
gene-CDR20291_2974,45.92,46.54,45.12,84.37,93.91,80.45
gene-CDR20291_2975,157.52,128.01,159.12,79.76,102.22,96.4
gene-CDR20291_2976,73.35,72.23,81,40.61,56.01,54.27
gene-CDR20291_2977,185.74,240.12,238.47,109.78,176.85,160.64
gene-CDR20291_2978,198.3,178.21,211.38,434.8,575.73,513.36
gene-CDR20291_2979,70.79,70.02,76.87,151.31,176.55,149.45
gene-CDR20291_2980,1828.59,1832.39,2322.74,9828.7,12000.71,10291.41
gene-CDR20291_2981,349.23,388.15,475.5,979.83,1190.35,988.42
gene-CDR20291_2982,100.96,104.15,110.16,208.91,226.83,279.44
gene-CDR20291_2983,5419.14,5942.96,6430.5,12690.41,14622.58,13085.26
gene-CDR20291_2984,142.51,129.9,148.73,255.71,315.63,265.38
gene-CDR20291_2985,982.89,1103.9,1238.17,1145.71,1410,1257.79
gene-CDR20291_2986,1818.97,1875.64,2359.49,2609.87,3397.99,3065.03
gene-CDR20291_2987,213.82,206.41,243.16,291.37,327.78,341.91
gene-CDR20291_2988,640.17,665.62,722.8,715.2,885.77,861.46
gene-CDR20291_2989,771.81,1016.75,907.16,423.24,734.78,620
gene-CDR20291_2990,3913.38,4482.33,5196.12,5300.83,7520.55,6107.85
gene-CDR20291_2991,1316.31,1612.01,1875.85,1549.63,1838.56,1657.69
gene-CDR20291_2992,38.41,37.79,41.53,73.43,63.81,59.43
gene-CDR20291_2993,66.78,85.35,84.93,152.8,178.66,169.67
gene-CDR20291_2994,648.39,718.19,915.77,1141.46,1692.01,1430.14
gene-CDR20291_2995,300.4,330.57,389.71,890.04,1106.89,1001.96
gene-CDR20291_2996,108.74,91.86,141.06,326.07,442.91,447.99
gene-CDR20291_2997,56.04,86.76,102.79,153.84,311.91,232.39
gene-CDR20291_2998,219.63,221.62,247.13,192.04,361.45,324.21
gene-CDR20291_2999,37.31,39.84,30.39,47.57,63.38,63.99
gene-CDR20291_3000,260.57,372.66,295.9,573.61,1106.03,1065.16
gene-CDR20291_3001,34.86,40.46,36.59,81.72,112.95,124.28
gene-CDR20291_3002,13.57,11.01,10.25,23.95,51.47,33.59
gene-CDR20291_3003,5.23,6.23,8.73,16.81,32.86,18.21
gene-CDR20291_3004,132.9,175.17,169.15,243.14,392.63,336.49
gene-CDR20291_3005,176.13,184.14,217.72,241,350.18,336.16
gene-CDR20291_3006,601.14,663.86,637.66,744.98,1165.54,916.4
gene-CDR20291_3007,1098.79,1100.3,1274.48,1544.08,2332.92,2045.79
gene-CDR20291_3008,278.56,320.94,304.47,645.98,856.57,796.37
gene-CDR20291_3009,95.72,82.51,102.73,182.95,221.49,253.88
gene-CDR20291_3010,3183.32,3424.95,3835.14,4351.68,6678.76,5885.43
gene-CDR20291_3011,4805.83,5037.26,5043.42,12149.06,15914.3,14196.67
gene-CDR20291_3012,1731.95,1702.11,1853.71,4151.73,4927.1,4343.99
gene-CDR20291_3013,71.26,89.09,102.89,144.63,200.75,194.54
gene-CDR20291_3014,84.48,74.56,82.01,176.02,235.32,207.31
gene-CDR20291_3015,212.96,240.63,245.6,508.25,716.73,647.22
gene-CDR20291_3016,104.8,116.76,104.02,222.8,391.21,358.67
gene-CDR20291_3017,91.97,105.84,96.04,143.99,238.26,175.59
gene-CDR20291_3018,2518.17,2606.58,2661.08,2817.22,3338.63,3042.08
gene-CDR20291_3019,293.95,311.96,322.41,263.67,397.37,367.13
